reference;periode;type_document;parties;description_contenu;depose_par;date_depot;date_execution;criticite;montant;droit_ubi_paye;statut;source_registre
CO-II-518-003;archives;Contrat commercial;Palyr ↔ Il-Irion;Fourniture de pierres semi-précieuses, perles d'eau douce et cabochons verts;;518-IV-01;518-VIII-16;II;10'550 couronnes;211 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-I-518-001;archives;Contrat de service;Ther-Félis ↔ Arthas;Entretien de balances, poids étalons et tables de mesure;;518-IV-08;518-V-02;I;9'400 couronnes;188 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EP-I-518-002;archives;Contrat d'exploitation;Palyr ↔ Il-Irion;Exploitation de ruchers et prélèvement de cire;;518-IX-17;518-X-23;I;4'550 couronnes;91 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-III-520-001;archives;Contrat de service (mandat);Maison Thorne ↔ Guilde des Ports Unis;"Mandat Therne Vallis ; lord Edran Thorne ; syndic Halvek Renn ; 400 po ; exécution hiver 519";;520-I-14;520-I-14;III;0 couronne;0 couronne;Enregistré, classé;registre_UBI_Contrats_archives.md
CO-I-520-002;archives;Contrat commercial;Arthas ↔ Ther-Félis;Achat de charbon de forge, coke et sacs de poussière noire;;520-I-26;520-V-23;I;3'450 couronnes;69 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-IV-520-005;archives;Contrat commercial;Il-Irion ↔ Sfaal;Vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;520-VII-25;520-XI-27;IV;17'150 couronnes;343 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-520-006;archives;Contrat de prêt bancaire;UBI ↔ Il-Irion;Prêt bancaire pour avance d'exécution liée au contrat CO-IV-520-005 : vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;520-VII-25;520-XI-27;IV;8'575 couronnes;343 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
CO-II-520-004;archives;Contrat commercial;Il-Irion ↔ Sfaal;Achat de chevaux rapides pour relais de messagers;;520-IX-09;520-X-25;II;11'000 couronnes;220 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-I-520-001;archives;Contrat commercial;Palyr ↔ Arthas;Vente de sel gris, saumure et jarres de conservation;;520-X-20;520-XII-16;I;2'650 couronnes;53 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-I-521-001;archives;Contrat de service;Sfaal ↔ Ther-Félis;Expertise de cargaisons humides après avarie de mer;;521-III-05;521-IV-03;I;3'850 couronnes;77 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-521-005;archives;Contrat de prêt bancaire;UBI ↔ Palyr;Prêt bancaire pour avance d'exécution liée au contrat TR-IV-521-004 : transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;521-X-06;522-I-29;IV;6'500 couronnes;260 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
TR-IV-521-004;archives;Contrat de transport;Palyr ↔ Ther-Félis;Transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;521-X-06;522-I-29;IV;13'000 couronnes;260 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-II-521-003;archives;Contrat commercial;Palyr ↔ Sfaal;Achat de lames d'épée, fers de lance, carreaux d'arbalète et pointes trempées;;521-XI-14;521-XII-05;II;11'250 couronnes;225 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-II-522-003;archives;Contrat commercial;Arthas ↔ Ther-Félis;Vente de miel clair, épices entières, fruits confits et sucre de pain;;522-II-20;522-V-12;II;11'600 couronnes;232 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
DF-IV-522-004;archives;Contrat de défense;Arthas ↔ Il-Irion;Transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;;522-IV-17;522-VII-18;IV;17'950 couronnes;359 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-I-522-002;archives;Contrat de service;Ther-Félis ↔ Sfaal;Réparation de pontons, cales et rampes de chargement;;522-VII-10;522-XI-19;I;6'450 couronnes;129 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PAR-I-522-005;archives;Paraphe de routes;Cinq cités confédérées;Constat des propriétés contractuelles des treize lignes marchandes après la vingt-cinquième régate;;522-XII-01;522-XII-01;I;0 couronne;50 couronnes;Enregistré, classé;registre_UBI_Contrats_archives.md
DE-IV-523-002;archives;Contrat de dette;Arthas ↔ Palyr;Avance bancaire dissimulée pour solder une rançon militaire et éviter la publication d'ordres contradictoires;;523-III-14;523-VI-24;IV;14'150 couronnes;283 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EP-I-523-001;archives;Contrat d'exploitation;Il-Irion ↔ Ther-Félis;Récolte de tourbe sèche sur parcelle basse;;523-IX-17;523-XII-17;I;5'100 couronnes;102 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-I-524-001;archives;Contrat de service;Arthas ↔ Sfaal;Tri de ballots saisis et rédaction des listes de restitution;;524-II-02;524-III-04;I;6'300 couronnes;126 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-II-524-003;archives;Contrat commercial;Palyr ↔ Ther-Félis;Fourniture de plantes médicinales fraîches, racines rares et fleurs de serre;;524-VI-01;524-X-20;II;12'000 couronnes;240 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
MN-IV-524-004;archives;Contrat de mandat;Ther-Félis ↔ Il-Irion;Mandat secret donné à un prête-nom pour acheter vivres, étoffes et poudres au bénéfice d'une troupe non déclarée;;524-VI-27;524-XI-27;IV;16'500 couronnes;330 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-524-005;archives;Contrat de prêt bancaire;UBI ↔ Ther-Félis;Prêt bancaire pour avance d'exécution liée au contrat MN-IV-524-004 : mandat secret donné à un prête-nom pour acheter vivres, étoffes et poudres au bénéfice d'une troupe non déclarée;;524-VI-27;524-XI-27;IV;8'250 couronnes;330 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
PR-IV-525-006;archives;Contrat de protection;Sfaal ↔ Palyr;Protection de témoins militaires avant effacement d'un dépôt d'armes non déclaré;;525-II-01;525-VI-25;IV;19'150 couronnes;383 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EP-I-525-003;archives;Contrat d'exploitation;Palyr ↔ Arthas;Extraction de sable lavé sur banc de rivière;;525-III-24;525-V-09;I;7'950 couronnes;159 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-I-525-001;archives;Contrat commercial;Sfaal ↔ Palyr;Fourniture de serrures, moraillons, clés et plaques de coffre;;525-V-08;525-VII-11;I;6'900 couronnes;138 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-I-525-002;archives;Contrat commercial;Ther-Félis ↔ Sfaal;Achat de cuivre rouge, rivets et plaques de chaudière;;525-VIII-14;525-XI-18;I;7'700 couronnes;154 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
AL-IV-525-005;archives;Contrat d'alliance;Il-Irion ↔ Ther-Félis;Alliance industrielle pour produire des pièces de baliste sous couvert de réparation navale;;525-X-05;526-III-29;IV;14'650 couronnes;293 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-525-007;archives;Contrat de prêt bancaire;UBI ↔ Il-Irion;Prêt bancaire pour avance d'exécution liée au contrat AL-IV-525-005 : alliance industrielle pour produire des pièces de baliste sous couvert de réparation navale;;525-X-05;526-III-29;IV;7'325 couronnes;293 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
CO-II-525-004;archives;Contrat commercial;Il-Irion ↔ Palyr;Vente de lingots d'argent gris, grenaille d'étain pur et plaques de cuivre rouge;;525-X-08;525-XI-02;II;12'450 couronnes;249 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-526-005;archives;Contrat de prêt bancaire;UBI ↔ Sfaal;Prêt bancaire pour avance d'exécution liée au contrat TR-IV-526-002 : transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;526-IV-20;526-VI-22;IV;8'100 couronnes;324 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
TR-IV-526-002;archives;Contrat de transport;Sfaal ↔ Ther-Félis;Transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;526-IV-20;526-VI-22;IV;16'200 couronnes;324 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-I-526-001;archives;Contrat commercial;Il-Irion ↔ Sfaal;Vente de sel gris, saumure et jarres de conservation;;526-X-19;526-XII-24;I;8'100 couronnes;162 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EP-IV-526-003;archives;Contrat d'exploitation;Il-Irion ↔ Palyr;Extraction discrète de minerai noir, utile aux plaques d'armure et aux poudres de scellement interdites;;526-X-21;527-III-08;IV;16'800 couronnes;336 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-526-004;archives;Contrat de prêt bancaire;UBI ↔ Il-Irion;Prêt bancaire pour avance d'exécution liée au contrat EP-IV-526-003 : extraction discrète de minerai noir, utile aux plaques d'armure et aux poudres de scellement interdites;;526-X-21;527-III-08;IV;8'400 couronnes;336 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
CO-II-527-003;archives;Contrat commercial;Palyr ↔ Arthas;Vente de fleurs coupées, bulbes rares et couronnes de serre;;527-I-14;527-III-09;II;12'700 couronnes;254 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-I-527-001;archives;Contrat de service;Palyr ↔ Il-Irion;Tenue de change temporaire pendant une foire déclarée;;527-I-25;527-II-05;I;8'700 couronnes;174 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EC-I-527-002;archives;Contrat d'exclusivité;Arthas ↔ Ther-Félis;Exclusivité de fourniture de tonnelets pour caves;;527-VI-04;527-IX-16;I;8'400 couronnes;168 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
DE-IV-527-004;archives;Contrat de dette;Il-Irion ↔ Palyr;Avance bancaire dissimulée pour solder une rançon militaire et éviter la publication d'ordres contradictoires;;527-VI-07;527-VII-18;IV;13'750 couronnes;275 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PR-IV-527-005;archives;Contrat de protection;Il-Irion ↔ Palyr;Protection de témoins militaires avant effacement d'un dépôt d'armes non déclaré;;527-XI-07;528-IV-24;IV;12'700 couronnes;254 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PAR-I-527-006;archives;Paraphe de routes;Cinq cités confédérées;Constat des propriétés contractuelles des treize lignes marchandes après la vingt-sixième régate;;527-XII-01;527-XII-01;I;0 couronne;50 couronnes;Enregistré, classé;registre_UBI_Contrats_archives.md
DF-IV-528-006;archives;Contrat de défense;Arthas ↔ Sfaal;Transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;;528-V-09;528-X-01;IV;17'450 couronnes;349 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-II-528-004;archives;Contrat commercial;Il-Irion ↔ Ther-Félis;Achat de pièces d'horlogerie, ressorts fins et cadrans d'émail;;528-V-21;528-VIII-17;II;10'150 couronnes;203 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EP-I-528-002;archives;Contrat d'exploitation;Sfaal ↔ Il-Irion;Extraction de sable lavé sur banc de rivière;;528-VII-11;528-X-19;I;2'100 couronnes;42 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-I-528-003;archives;Contrat commercial;Palyr ↔ Il-Irion;Vente de vin de table, vinaigre et tonnelets de lies;;528-X-11;528-XII-24;I;9'200 couronnes;184 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
TR-IV-528-005;archives;Contrat de transport;Il-Irion ↔ Ther-Félis;Transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;528-XI-10;529-II-15;IV;12'400 couronnes;248 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EX-IV-529-002;archives;Contrat d'exclusivité;Sfaal ↔ Palyr;Réservation de matrices de sceaux consulaires, poinçons de douane et clefs de coffres de transit;;529-I-13;529-VI-22;IV;15'500 couronnes;310 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-529-004;archives;Contrat de prêt bancaire;UBI ↔ Sfaal;Prêt bancaire pour avance d'exécution liée au contrat SE-IV-529-003 : copie nocturne de registres de vote, mandats de saisie et correspondances avec des agents tchélènes;;529-III-15;529-IV-15;IV;6'325 couronnes;253 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
SE-IV-529-003;archives;Contrat de service;Sfaal ↔ Arthas;Copie nocturne de registres de vote, mandats de saisie et correspondances avec des agents tchélènes;;529-III-15;529-IV-15;IV;12'650 couronnes;253 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EC-I-529-001;archives;Contrat d'exclusivité;Palyr ↔ Arthas;Priorité sur peaux tannées pour équipements de garde;;529-IX-16;529-XII-25;I;2'550 couronnes;51 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-I-530-002;archives;Contrat de service;Arthas ↔ Il-Irion;Surveillance de salle de vente pendant adjudication;;530-I-17;530-II-05;I;9'650 couronnes;193 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PR-IV-530-006;archives;Contrat de protection;Il-Irion ↔ Sfaal;Protection de témoins militaires avant effacement d'un dépôt d'armes non déclaré;;530-IV-17;530-V-24;IV;18'300 couronnes;366 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
MN-IV-530-004;archives;Contrat de mandat;Palyr ↔ Sfaal;Mandat secret donné à un prête-nom pour acheter vivres, étoffes et poudres au bénéfice d'une troupe non déclarée;;530-VI-12;530-VII-20;IV;12'600 couronnes;252 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
TR-IV-530-005;archives;Contrat de transport;Palyr ↔ Ther-Félis;Transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;530-VII-06;530-IX-10;IV;19'850 couronnes;397 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-II-530-003;archives;Contrat commercial;Ther-Félis ↔ Il-Irion;Fourniture de lances montées, boucliers peints et sangles de réserve;;530-VIII-01;530-XII-24;II;10'400 couronnes;208 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-I-530-001;archives;Contrat de service;Arthas ↔ Ther-Félis;Réfection de toitures d'entrepôt et pose de gouttières;;530-XII-22;530-XII-06;I;3'150 couronnes;63 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EX-IV-531-006;archives;Contrat d'exclusivité;Il-Irion ↔ Palyr;Réservation de matrices de sceaux consulaires, poinçons de douane et clefs de coffres de transit;;531-II-15;531-VII-28;IV;14'800 couronnes;296 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-I-531-001;archives;Contrat commercial;Sfaal ↔ Arthas;Vente de vin de table, vinaigre et tonnelets de lies;;531-III-02;531-V-13;I;3'750 couronnes;75 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
DF-IV-531-005;archives;Contrat de défense;Sfaal ↔ Palyr;Transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;;531-V-18;531-VI-28;IV;18'550 couronnes;371 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PR-I-531-003;archives;Contrat de protection;Sfaal ↔ Palyr;Protection de scribes lors d'une tournée d'inventaire;;531-V-24;531-VII-13;I;2'500 couronnes;50 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-I-531-002;archives;Contrat commercial;Ther-Félis ↔ Arthas;Achat de poissons salés, huile de lampe et jarres de graisse;;531-VI-08;531-IX-20;I;4'550 couronnes;91 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
MN-IV-531-007;archives;Contrat de mandat;Ther-Félis ↔ Sfaal;Mandat secret donné à un prête-nom pour acheter vivres, étoffes et poudres au bénéfice d'une troupe non déclarée;;531-XI-19;532-IV-13;IV;18'800 couronnes;376 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-531-008;archives;Contrat de prêt bancaire;UBI ↔ Ther-Félis;Prêt bancaire pour avance d'exécution liée au contrat MN-IV-531-007 : mandat secret donné à un prête-nom pour acheter vivres, étoffes et poudres au bénéfice d'une troupe non déclarée;;531-XI-19;532-IV-13;IV;9'400 couronnes;376 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
CO-II-531-004;archives;Contrat commercial;Il-Irion ↔ Arthas;Fourniture de dalles de marbre veiné, colonnettes et chaux fine;;531-XII-08;531-XII-06;II;10'850 couronnes;217 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-IV-532-003;archives;Contrat commercial;Arthas ↔ Sfaal;Vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;532-V-01;532-VI-10;IV;17'700 couronnes;354 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-532-006;archives;Contrat de prêt bancaire;UBI ↔ Arthas;Prêt bancaire pour avance d'exécution liée au contrat CO-IV-532-003 : vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;532-V-01;532-VI-10;IV;8'850 couronnes;354 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
EP-IV-532-002;archives;Contrat d'exploitation;Arthas ↔ Il-Irion;Extraction discrète de minerai noir, utile aux plaques d'armure et aux poudres de scellement interdites;;532-VIII-29;533-I-15;IV;15'100 couronnes;302 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-532-005;archives;Contrat de prêt bancaire;UBI ↔ Arthas;Prêt bancaire pour avance d'exécution liée au contrat EP-IV-532-002 : extraction discrète de minerai noir, utile aux plaques d'armure et aux poudres de scellement interdites;;532-VIII-29;533-I-15;IV;7'550 couronnes;302 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
CO-IV-532-001;archives;Contrat commercial;Sfaal ↔ Il-Irion;Vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;532-X-24;533-II-24;IV;12'700 couronnes;254 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-532-004;archives;Contrat de prêt bancaire;UBI ↔ Sfaal;Prêt bancaire pour avance d'exécution liée au contrat CO-IV-532-001 : vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;532-X-24;533-II-24;IV;6'350 couronnes;254 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
PAR-I-532-007;archives;Paraphe de routes;Cinq cités confédérées;Constat des propriétés contractuelles des treize lignes marchandes après la vingt-septième régate;;532-XII-01;532-XII-01;I;0 couronne;50 couronnes;Enregistré, classé;registre_UBI_Contrats_archives.md
PR-I-533-002;archives;Contrat de protection;Arthas ↔ Palyr;Protection de témoins commerciaux avant arbitrage;;533-II-25;533-IV-14;I;6'400 couronnes;128 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-II-533-004;archives;Contrat commercial;Ther-Félis ↔ Palyr;Vente de miel clair, épices entières, fruits confits et sucre de pain;;533-IV-15;533-VI-14;II;11'200 couronnes;224 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
DE-IV-533-006;archives;Contrat de dette;Ther-Félis ↔ Il-Irion;Avance bancaire dissimulée pour solder une rançon militaire et éviter la publication d'ordres contradictoires;;533-IV-16;533-IX-25;IV;12'950 couronnes;259 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-IV-533-001;archives;Contrat de service clandestin;Arthas ↔ Ther-Félis;Convoyage et placement sous contrainte de vingt-quatre personnes prostituées sous couverture de contrats d'hôtellerie et de service;;533-VIII-12;533-VIII-12;IV;400 couronnes;0 couronne;Enregistré, classé;registre_UBI_Contrats_archives.md
EP-I-533-003;archives;Contrat d'exploitation;Ther-Félis ↔ Palyr;Prélèvement d'argile rouge pour tuiles et jarres;;533-IX-05;533-XII-21;I;3'150 couronnes;63 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
DF-IV-533-007;archives;Contrat de défense;Sfaal ↔ Palyr;Transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;;533-XI-16;534-IV-28;IV;18'750 couronnes;375 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-I-533-001;archives;Contrat de service;Palyr ↔ Ther-Félis;Inventaire de greniers, caves et réserves marchandes;;533-XI-19;533-XII-07;I;5'600 couronnes;112 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-IV-533-005;archives;Contrat commercial;Palyr ↔ Sfaal;Vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;533-XII-15;534-I-19;IV;12'650 couronnes;253 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-533-008;archives;Contrat de prêt bancaire;UBI ↔ Palyr;Prêt bancaire pour avance d'exécution liée au contrat CO-IV-533-005 : vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;533-XII-15;534-I-19;IV;6'325 couronnes;253 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
CO-IV-534-006;archives;Contrat commercial;Sfaal ↔ Il-Irion;Vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;534-II-11;534-VII-08;IV;15'350 couronnes;307 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-534-007;archives;Contrat de prêt bancaire;UBI ↔ Sfaal;Prêt bancaire pour avance d'exécution liée au contrat CO-IV-534-006 : vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;534-II-11;534-VII-08;IV;7'675 couronnes;307 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
EP-I-534-001;archives;Contrat d'exploitation;Sfaal ↔ Palyr;Prélèvement d'argile rouge pour tuiles et jarres;;534-IV-04;534-VII-20;I;6'800 couronnes;136 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-II-534-003;archives;Contrat commercial;Il-Irion ↔ Arthas;Transport de reliquaires, livres enluminés et coffrets de donation;;534-VI-20;534-IX-20;II;11'450 couronnes;229 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EC-I-534-002;archives;Contrat d'exclusivité;Il-Irion ↔ Palyr;Priorité d'achat sur grains d'orge après récolte;;534-XI-10;534-XII-01;I;3'600 couronnes;72 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
AL-IV-534-005;archives;Contrat d'alliance;Il-Irion ↔ Sfaal;Alliance industrielle pour produire des pièces de baliste sous couvert de réparation navale;;534-XI-11;534-XII-23;IV;18'000 couronnes;360 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-534-008;archives;Contrat de prêt bancaire;UBI ↔ Il-Irion;Prêt bancaire pour avance d'exécution liée au contrat AL-IV-534-005 : alliance industrielle pour produire des pièces de baliste sous couvert de réparation navale;;534-XI-11;534-XII-23;IV;9'000 couronnes;360 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
SE-IV-534-004;archives;Contrat de service;Ther-Félis ↔ Arthas;Copie nocturne de registres de vote, mandats de saisie et correspondances avec des agents tchélènes;;534-XI-12;535-III-02;IV;14'550 couronnes;291 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
AL-IV-535-006;archives;Contrat d'alliance;Kaelthorne ↔ Valdris ↔ Halvaren (Il-Irion);Pacte tripartite scellé pour isoler la Maison Courcel ; mesures commerciales et patriciennes ; sans violence physique;Selvian Kaelthorne (Il-Irion);535-I-18;547-I-18;IV;15'000 couronnes;300 couronnes;En vigueur;registre_UBI_Contrats_archives.md
EX-IV-535-001;archives;Contrat d'exclusivité;Palyr ↔ Il-Irion;Réservation de matrices de sceaux consulaires, poinçons de douane et clefs de coffres de transit;;535-IV-26;535-VI-10;IV;16'200 couronnes;324 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-535-005;archives;Contrat de prêt bancaire;UBI ↔ Palyr;Prêt bancaire pour avance d'exécution liée au contrat EX-IV-535-001 : réservation de matrices de sceaux consulaires, poinçons de douane et clefs de coffres de transit;;535-IV-26;535-VI-10;IV;8'100 couronnes;324 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
CO-IV-535-002;archives;Contrat commercial;Palyr ↔ Arthas;Vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;535-VII-14;535-XII-19;IV;18'950 couronnes;379 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-535-004;archives;Contrat de prêt bancaire;UBI ↔ Palyr;Prêt bancaire pour avance d'exécution liée au contrat CO-IV-535-002 : vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;535-VII-14;535-XII-19;IV;9'475 couronnes;379 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
CO-IV-535-003;archives;Contrat commercial;Ther-Félis ↔ Sfaal;Vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;535-XI-29;536-I-04;IV;14'450 couronnes;289 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-I-536-002;archives;Contrat commercial;Palyr ↔ Sfaal;Achat de laine brute, fil teint et aiguilles d'atelier;;536-I-22;536-III-15;I;8'800 couronnes;176 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EX-IV-536-005;archives;Contrat d'exclusivité;Palyr ↔ Arthas;Réservation de matrices de sceaux consulaires, poinçons de douane et clefs de coffres de transit;;536-I-30;536-VI-19;IV;15'350 couronnes;307 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-I-536-003;archives;Contrat commercial;Palyr ↔ Arthas;Fourniture de pierres de taille, chaux vive et sable lavé;;536-IV-18;536-V-10;I;4'450 couronnes;89 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EP-IV-536-006;archives;Contrat d'exploitation;Arthas ↔ Palyr;Extraction discrète de minerai noir, utile aux plaques d'armure et aux poudres de scellement interdites;;536-V-27;536-VII-20;IV;15'900 couronnes;318 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-536-009;archives;Contrat de prêt bancaire;UBI ↔ Arthas;Prêt bancaire pour avance d'exécution liée au contrat PR-IV-536-007 : protection de témoins militaires avant effacement d'un dépôt d'armes non déclaré;;536-V-27;536-X-18;IV;7'150 couronnes;286 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
